ID	Column Name	KS Statistic	KS p-value	T-test p-value	Group 1 Mean - Group 2 Mean	KS Sign	Fraction Null in Group 1	Fraction Null in Group 2
121	Chromobacterium	0.19999999999999685	0.19387016993785067	0.0034129883218765407	-9.658666666666656E-6	-	0.0	0.0
16	Veillonella	0.19733333333333353	0.2111399156490973	3.576052241343185E-9	-2.0111866666666696E-4	-	0.0	0.0
50	Serratia	0.19599999999999873	0.2111399156490973	0.05036401747667848	0.014531421333333332	+	0.0	0.0
68	Flavonifractor	0.1946666666666646	0.22020555870195024	0.8941255968228433	-2.305333333333401E-6	-	0.0	0.0
84	Aggregatibacter	0.1906666666666647	0.23921936300013413	0.3338661515083837	-6.074666666666654E-6	-	0.0	0.0
88	Gardnerella	0.18933333333333402	0.2491749955050626	0.3840676427990031	-3.426666666666676E-5	-	0.0	0.0
41	Propionispora	0.1880000000000025	0.2594341690935974	0.04115811379479134	-9.929333333333335E-6	-	0.0	0.0
123	Plesiomonas	0.1880000000000025	0.2594341690935974	1.56641425784367E-12	-5.735199999999998E-5	-	0.0	0.0
140	Yersinia	0.1880000000000025	0.2594341690935974	1.1861300713936642E-7	-0.005581962666666665	-	0.0	0.0
94	Oscillospira	0.18800000000000044	0.2594341690935974	0.736723828117322	5.170533333333379E-5	+	0.0	0.0
90	Oribacterium	0.18799999999999956	0.2594341690935974	0.03762746955023507	-7.938666666666666E-6	-	0.0	0.0
118	Robinsoniella	0.1879999999999971	0.2594341690935974	0.056081241423817534	-9.796000000000004E-6	-	0.0	0.0
30	Anaerotruncus	0.18666666666667187	0.2594341690935974	0.24688162246533896	-6.099599999999979E-4	-	0.0	0.0
22	Enterorhabdus	0.18666666666666767	0.2594341690935974	0.3987678182054989	1.0974666666666662E-5	+	0.0	0.0
33	Anaerostipes	0.1866666666666666	0.2594341690935974	0.1681519051433682	0.004010520000000005	+	0.0	0.0
48	Halorhodospira	0.1866666666666657	0.2594341690935974	0.36006572748228105	7.224000000000004E-6	+	0.0	0.0
81	Paludibacter	0.1853333333333324	0.2699996716773546	0.5874285410457891	-1.2521333333333352E-5	-	0.0	0.0
64	Parasutterella	0.18533333333333057	0.2699996716773546	0.24356554689130694	-2.3240266666666658E-4	-	0.0	0.0
71	Prevotella	0.18266666666666664	0.28087383922554887	0.04738915352697523	-1.5470933333333397E-4	-	0.0	0.0
32	Alistipes	0.1800000000000027	0.3035549830222197	0.5789410622862889	-4.31552E-4	-	0.0	0.0
4	Granulicatella	0.17599999999999572	0.32748548447955916	0.16315350801549489	1.9750666666666637E-5	+	0.0	0.0
106	Lactococcus	0.1720000000000021	0.3526628463667678	0.6558299638470688	5.273333333333295E-6	+	0.0	0.0
28	Parabacteroides	0.16799999999999238	0.3790723461446418	0.547722638120395	0.0019232586666666773	+	0.0	0.0
39	Alkalispirillum	0.1679999999999906	0.3790723461446418	0.1343408786027397	2.046133333333335E-5	+	0.0	0.0
43	Peptococcus	0.1666666666666698	0.39273070794065434	0.36671338201530623	3.966266666666649E-5	+	0.0	0.0
110	Olsenella	0.16666666666666707	0.39273070794065434	0.5834868934753024	-3.0866666666666687E-6	-	0.0	0.0
74	Thalassospira	0.16666666666666666	0.39273070794065434	0.16053476042329606	-0.0020994920000000084	-	0.0	0.0
6	Phascolarctobacterium	0.16666666666666535	0.39273070794065434	0.9635579435600283	-3.364399999999934E-5	-	0.0	0.0
138	Rahnella	0.16533333333333822	0.40668500491804727	1.0E-12	-3.682400000000001E-5	-	0.0	0.0
139	Hafnia	0.16533333333333822	0.40668500491804727	1.0E-12	-8.352106666666665E-4	-	0.0	0.0
92	Eggerthella	0.16266666666666635	0.4209290251842247	0.9634105979305096	-2.1600000000000606E-7	-	0.0	0.0
95	Actinobacillus	0.16133333333333336	0.43545538170557074	0.6711948756957679	3.621333333333298E-6	+	0.0	0.0
105	Thiothrix	0.15999999999999348	0.4502554359224339	0.006458395970553949	-2.135599999999997E-5	-	0.0	0.0
21	Pseudomonas	0.15733333333333843	0.4653192202251585	0.4016698975266846	-9.043333333333335E-5	-	0.0	0.0
18	Tetragenococcus	0.15733333333332422	0.4653192202251585	0.05401151817576606	1.3873466666666664E-4	+	0.0	0.0
114	Intestinimonas	0.14933333333333776	0.5279614323123147	0.023318443043914436	-6.3960000000000045E-6	-	0.0	0.0
116	Shuttleworthia	0.1466666666666694	0.560495104473081	3.3634113687225823E-8	-5.669466666666669E-5	-	0.0	0.0
98	Anaerofilum	0.14666666666666658	0.560495104473081	0.3747195178036443	1.004666666666668E-5	+	0.0	0.0
31	Streptococcus	0.14266666666667127	0.5936282557581772	0.28755559636748973	-3.201266666666676E-4	-	0.0	0.0
126	Candidatus.Armantifilum	0.14266666666667038	0.5936282557581772	0.46326330986632647	-1.4273333333333372E-5	-	0.0	0.0
91	Erysipelatoclostridium	0.14266666666666802	0.5936282557581772	0.31425655142668796	-1.0454666666666673E-5	-	0.0	0.0
143	Rhodobacter	0.1386666666666705	0.6271670417762616	1.3959325437339828E-10	-3.93573333333333E-5	-	0.0	0.0
107	Enorma	0.13866666666666605	0.6271670417762616	0.6088227258341854	-9.910666666666633E-6	-	0.0	0.0
25	Candidatus.Arthromitus	0.1373333333333372	0.6440194571446778	0.9270407876690187	1.0199999999999936E-6	+	0.0	0.0
19	Dialister	0.13600000000000656	0.6440194571446778	0.004042130360168387	-0.0019356759999999999	-	0.0	0.0
56	Providencia	0.13600000000000034	0.6440194571446778	0.36935020880050784	-2.791173333333332E-4	-	0.0	0.0
87	Actinomyces	0.13333333333333375	0.6777349664784746	0.3415739835186422	-7.121333333333349E-6	-	0.0	0.0
103	Papillibacter	0.13333333333333197	0.6777349664784746	0.06663321506253406	-7.834666666666634E-6	-	0.0	0.0
77	Odoribacter	0.1319999999999969	0.6945301282244591	0.7836105407361488	-4.5681333333333915E-5	-	0.0	0.0
102	Herbaspirillum	0.12666666666666648	0.7278117291165672	0.3151682972468225	-1.5672800000000094E-4	-	0.0	0.0
53	Pseudobutyrivibrio	0.12400000000000072	0.7604177944983462	0.32920833827236773	0.002884730666666658	+	0.0	0.0
58	Eubacterium	0.12000000000000344	0.792013031508925	0.2343491187986224	-0.00417374533333334	-	0.0	0.0
96	Bifidobacterium	0.12000000000000001	0.792013031508925	0.6843158017352786	4.9571999999999626E-5	+	0.0	0.0
65	Tatumella	0.11999999999999456	0.792013031508925	0.5156318771481345	4.370666666666686E-6	+	0.0	0.0
80	Leuconostoc	0.11866666666666925	0.8073227168928092	0.056710959844109385	-9.202666666666669E-6	-	0.0	0.0
73	Lachnospira	0.11599999999999733	0.8222481896276203	0.8066520726125447	7.21579999999996E-4	+	0.0	0.0
129	Flexibacter	0.11066666666667302	0.8642827790506042	7.418467965092548E-6	-5.372000000000002E-6	-	0.0	0.0
79	Gordonibacter	0.11066666666667035	0.8642827790506042	0.4431689342387829	-4.0133333333333785E-6	-	0.0	0.0
24	Collinsella	0.11066666666666902	0.8642827790506042	0.9012846450319942	3.564800000000054E-5	+	0.0	0.0
10	Ruminococcus	0.10933333333333273	0.8772403412558947	0.3851049894690268	-0.006067274666666643	-	0.0	0.0
104	Johnsonella	0.10933333333332906	0.8772403412558947	0.8504642393005521	-8.426666666666577E-7	-	0.0	0.0
40	Macellibacteroides	0.10933333333332551	0.8772403412558947	0.22536358847276083	1.737733333333335E-5	+	0.0	0.0
47	Oscillibacter	0.1053333333333333	0.9013436422831755	0.9475406199276466	1.6164000000000803E-5	+	0.0	0.0
83	Aquisalimonas	0.10533333333332562	0.9013436422831755	0.007509443823054154	-6.849333333333331E-6	-	0.0	0.0
26	Bacillus	0.09333333333333127	0.9571861970810588	0.9695138762922776	2.586666666666443E-7	+	0.0	0.0
70	Desulfovibrio	0.09333333333333038	0.9571861970810588	0.7385190987599138	-1.738386666666654E-4	-	0.0	0.0
82	Sporobacter	0.08399999999999708	0.983995343083883	0.7448655264115669	3.241333333333339E-6	+	0.0	0.0
112	Enterococcus	0.08399999999999708	0.983995343083883	0.7281281382407515	-4.2173333333333345E-6	-	0.0	0.0
137	Cellvibrio	0.08266666666667288	0.9874106261529367	0.5056272500500221	-3.450666666666674E-6	-	0.0	0.0
145	Ewingella	0.08266666666667288	0.9874106261529367	2.3583917528644963E-10	-9.284440000000013E-4	-	0.0	0.0
128	Lonsdalea	0.07333333333333714	0.9971923267772983	0.026604616420505035	-1.139599999999998E-5	-	0.0	0.0
127	Anaeroplasma	0.070666666666659	0.9987151458373864	0.3612003346014637	1.3434400000000003E-4	+	0.0	0.0
67	Butyrivibrio	0.06666666666665821	0.9994887769610756	0.6196194313606797	0.001759659999999998	+	0.0	0.0
133	Turicibacter	0.05333333333332435	0.9999963201361132	0.37740674838644817	5.4225333333333304E-5	+	0.0	0.0
134	Natranaerovirga	0.05333333333332435	0.9999963201361132	0.3915010430442497	1.168799999999999E-5	+	0.0	0.0
132	Planifilum	0.05200000000000882	0.9999986881499902	2.578130129265527E-10	-4.434560000000001E-4	-	0.0	0.0
146	Thermus	0.05200000000000882	0.9999986881499902	2.5781301292655273E-10	-6.292000000000004E-6	-	0.0	0.0
135	Howardella	0.05199999999999105	0.9999986881499902	0.36262448483521004	3.3176000000000036E-5	+	0.0	0.0
131	Chryseobacterium	0.03733333333332567	0.9999999999915384	0.7852453561174	-1.1013333333333325E-6	-	0.0	0.0
122	Weissella	0.033333333333340875	0.9999999999999996	0.9273713149710863	5.639999999999949E-7	+	0.0	0.0
141	Francisella	0.033333333333340875	0.9999999999999996	0.6047182759335553	-2.7400000000000144E-6	-	0.0	0.0
144	Dechloromarinus	0.033333333333340875	0.9999999999999996	0.5069157619307896	-5.926666666666669E-6	-	0.0	0.0
117	Alicyclobacillus	0.017333333333342194	1.0	0.616559224950401	-1.026133333333334E-5	-	0.0	0.0
124	Aeromonas	0.017333333333342194	1.0	0.6165592249503971	-1.3485333333333287E-5	-	0.0	0.0
142	Methylobacter	0.017333333333342194	1.0	0.6165592249503971	-9.047999999999992E-6	-	0.0	0.0
147	Nitrosomonas	0.017333333333342194	1.0	0.616559224950401	-2.912000000000001E-6	-	0.0	0.0
