ID	Column Name	KS Statistic	KS p-value	T-test p-value	Group 1 Mean - Group 2 Mean	KS Sign	Fraction Null in Group 1	Fraction Null in Group 2
106	Porphyromonas	0.20398686679174288	0.08356539482936787	0.1012410633950257	1.124000938086302E-5	+	0.0	0.0
33	Anaerostipes	0.19910881801125588	0.09702689759522087	0.03830185575025144	0.0057076421669793615	+	0.0	0.0
16	Veillonella	0.19681050656660515	0.10189777916606357	0.006945822026399826	-1.695798780487809E-4	-	0.0	0.0
55	Morganella	0.19596622889305718	0.10697010207551338	0.641695990053804	-5.153512664165119E-4	-	0.0	0.0
57	Salmonella	0.19305816135084225	0.11224966667072489	0.6024941033717988	3.4622279549718275E-5	+	0.0	0.0
101	Herbaspirillum	0.19287054409005705	0.11774229287977167	0.8897488237148542	-2.4231519699812365E-5	-	0.0	0.0
113	Pediococcus	0.1907129455909965	0.12345380942976569	0.1357917909735683	-1.4284099437148227E-5	-	0.0	0.0
69	Barnesiella	0.18766416510318862	0.13555680155217875	0.0892643182167791	9.959277204502838E-4	+	0.0	0.0
29	Faecalibacterium	0.18677298311444496	0.13555680155217875	0.10690920321267283	0.013580988883677245	+	0.0	0.0
100	Megasphaera	0.18677298311444496	0.13555680155217875	0.5499151953614063	3.6383630393996085E-5	+	0.0	0.0
97	Anaerofilum	0.18639774859287112	0.14195986887800083	0.0682357313194487	-1.245628517823638E-5	-	0.0	0.0
32	Alistipes	0.18391181988743266	0.14860498179427883	0.017542608216175454	-0.0013369654784240155	-	0.0	0.0
20	Pantoea	0.18194183864915303	0.15549781841748678	0.0967914773054829	0.0021520751876172597	+	0.0	0.0
73	Lachnospira	0.18123827392120123	0.1626439803391253	0.1051401014988862	-0.0034594514071294487	-	0.0	0.0
61	Adlercreutzia	0.18053470919324605	0.1626439803391253	0.7888308107372002	2.6357598499061148E-5	+	0.0	0.0
88	Gardnerella	0.17969043151970154	0.17004897432066512	0.7289176917224255	-1.5468386491557178E-5	-	0.0	0.0
42	Enterobacter	0.17940900562851525	0.17004897432066512	0.6044899622693827	6.156564727954976E-4	+	0.0	0.0
28	Parabacteroides	0.17818949343339352	0.17771819260640098	0.29945201047671977	0.002241815619136965	+	0.0	0.0
17	Campylobacter	0.17068480300187444	0.2111399156490973	0.7637905796879576	1.8648686679174719E-6	+	0.0	0.0
43	Peptococcus	0.17007504690431696	0.22020555870195024	0.1457493069255873	-2.0867542213883644E-5	-	0.0	0.0
12	Sarcina	0.16646341463414338	0.23921936300013413	0.3197165441296761	3.0344352720450274E-4	+	0.0	0.0
27	Gemella	0.16402439024389992	0.2491749955050626	0.43706492752479376	4.555874296435264E-4	+	0.0	0.0
37	Coprobacillus	0.16167917448405073	0.2699996716773546	0.8516569030226195	4.366135084427658E-6	+	0.0	0.0
14	Subdoligranulum	0.16083489681050966	0.2699996716773546	0.012261834841369213	-0.0030590076923077024	-	0.0	0.0
48	Halorhodospira	0.15834896810506344	0.2920585111698587	0.48106948409400385	4.463696060037528E-6	+	0.0	0.0
111	Cronobacter	0.15783302063790028	0.2920585111698587	0.10518203904846646	-0.013375240009380784	-	0.0	0.0
5	Coprococcus	0.1578330206378969	0.2920585111698587	0.10125197084128201	0.0018895793621013087	+	0.0	0.0
104	Thiothrix	0.15745778611631966	0.2920585111698587	0.2155614241809255	3.638442776735461E-5	+	0.0	0.0
90	Oribacterium	0.15703564727954744	0.3035549830222197	0.3467750566485509	4.739071294559113E-6	+	0.0	0.0
46	Klebsiella	0.1500469043151949	0.3526628463667678	0.8438166632368491	1.1433302063789817E-5	+	0.0	0.0
118	Citrobacter	0.1471857410881826	0.3790723461446418	0.27109824823487405	-8.455816135084433E-6	-	0.0	0.0
71	Prevotella	0.14648217636022742	0.3790723461446418	0.4186745107112073	-7.82550187617266E-5	-	0.0	0.0
10	Ruminococcus	0.14549718574108933	0.39273070794065434	0.11241232551277769	-0.009193690525328299	-	0.0	0.0
87	Actinomyces	0.1445590994371471	0.39273070794065434	0.40568845093870387	-5.1191838649155375E-6	-	0.0	0.0
11	Peptostreptococcus	0.14437148217635848	0.39273070794065434	0.3719097267181053	0.0011188935272045042	+	0.0	0.0
75	Pectobacterium	0.14385553470919193	0.40668500491804727	0.3287384744043004	0.001518144465290805	+	0.0	0.0
36	Butyricimonas	0.1418386491557207	0.4209290251842247	0.6635280628796945	1.4275651969981266E-4	+	0.0	0.0
25	Candidatus.Arthromitus	0.14075984990618828	0.43545538170557074	0.2041386403512957	1.3273170731707295E-5	+	0.0	0.0
50	Serratia	0.14071294559099667	0.43545538170557074	0.8418502918139237	7.905416510318973E-4	+	0.0	0.0
108	Olsenella	0.1385084427767334	0.4502554359224339	0.1706786136502384	8.897842401500955E-6	+	0.0	0.0
49	Lactobacillus	0.13846153846154174	0.4502554359224339	0.15947134767634963	-9.117062851782352E-4	-	0.0	0.0
24	Collinsella	0.13606941838648995	0.4806353599086889	0.8240955404151616	6.151613508442711E-5	+	0.0	0.0
22	Enterorhabdus	0.13597560975609563	0.4806353599086889	0.2000397084951644	1.7642776735459668E-5	+	0.0	0.0
15	Akkermansia	0.13489681050656321	0.4806353599086889	0.20513509171885147	0.004565702485928717	+	0.0	0.0
58	Eubacterium	0.13320825515947765	0.4961909953505056	0.35862735669997026	-0.00338630750469043	-	0.0	0.0
99	Fusobacterium	0.13123827392119802	0.5279614323123147	0.5985347050022806	2.083543621013152E-4	+	0.0	0.0
66	Bacteroides	0.12842401500937728	0.544142411574198	0.17005343066182377	0.006261360975609757	+	0.0	0.0
52	Bilophila	0.1258442776735445	0.5769981385685901	0.6041198910473573	8.563372420262549E-5	+	0.0	0.0
35	Clostridium	0.12504690431519838	0.5769981385685901	0.3068943017698368	0.0074856339587242235	+	0.0	0.0
105	Enorma	0.12303001876172381	0.6103602706992852	0.43605186949386354	1.3157879924953074E-5	+	0.0	0.0
65	Tatumella	0.12213883677297999	0.6103602706992852	0.1913552841067836	1.09796435272045E-5	+	0.0	0.0
98	Paenibacillus	0.12199812382739406	0.6103602706992852	0.3174941824045433	-9.9888836772983E-6	-	0.0	0.0
31	Streptococcus	0.12101313320825596	0.6271670417762616	0.5751519787269426	-2.0639244840525229E-4	-	0.0	0.0
77	Odoribacter	0.11833958724202887	0.6608864386282611	0.12693947210728684	-2.0096144465290937E-4	-	0.0	0.0
68	Flavonifractor	0.11768292682926867	0.6608864386282611	0.8904728106913753	1.8880863039399395E-6	+	0.0	0.0
40	Macellibacteroides	0.11758911819887097	0.6608864386282611	0.11020664444639272	2.2347748592870575E-5	+	0.0	0.0
63	Parvimonas	0.1158536585365827	0.6777349664784746	0.4937711375100323	9.551561913696084E-5	+	0.0	0.0
122	Anaerococcus	0.1158536585365827	0.6777349664784746	0.541253257697941	6.593119136960601E-5	+	0.0	0.0
64	Parasutterella	0.11533771106941615	0.6777349664784746	0.5716176696719323	1.1244704502814365E-4	+	0.0	0.0
34	Anaerosporobacter	0.1151031894934359	0.6945301282244591	0.6277346631266804	-5.86895872420265E-5	-	0.0	0.0
78	Mannheimia	0.11383677298311146	0.6945301282244591	0.6102482051186346	2.42920497185742E-4	+	0.0	0.0
53	Pseudobutyrivibrio	0.11121013133207935	0.7278117291165672	0.5301967350465655	0.0013558431988742944	+	0.0	0.0
4	Granulicatella	0.10867729831144157	0.7604177944983462	0.25912045919021887	1.5440431519699833E-5	+	0.0	0.0
26	Bacillus	0.1062382739212015	0.776363380087464	0.8814073142352249	-8.484990619137117E-7	-	0.0	0.0
62	Corynebacterium	0.10609756097561218	0.776363380087464	0.40628593337791596	9.920483114446533E-5	+	0.0	0.0
21	Pseudomonas	0.10581613508442583	0.776363380087464	0.8601007606141009	-1.994610694183881E-5	-	0.0	0.0
133	Cellvibrio	0.10567542213883996	0.776363380087464	0.14838865096885867	-6.005440900562849E-6	-	0.0	0.0
6	Phascolarctobacterium	0.10370544090056372	0.8073227168928092	0.7029718497281507	3.4584376172607737E-4	+	0.0	0.0
51	Shigella	0.10318949343339379	0.8073227168928092	0.965676473761293	8.19230769230724E-7	+	0.0	0.0
86	Moryella	0.10314258911819855	0.8073227168928092	0.25023449636652506	-7.391055347091911E-5	-	0.0	0.0
67	Butyrivibrio	0.09657598499061842	0.8642827790506042	0.7022830363594206	7.322535647279575E-4	+	0.0	0.0
119	Chromobacterium	0.08991557223264734	0.9124230175285631	0.7923603481354425	-1.3813789868667568E-6	-	0.0	0.0
41	Propionispora	0.08925891181988377	0.9124230175285631	0.3446503670608396	5.959709193245791E-6	+	0.0	0.0
60	Peptoniphilus	0.08780487804877846	0.9228167945891519	0.6348637488388265	5.387016885553486E-5	+	0.0	0.0
18	Tetragenococcus	0.08742964352720117	0.9325030471043408	0.1833363202534829	6.611885553470908E-5	+	0.0	0.0
103	Johnsonella	0.08742964352720117	0.9325030471043408	0.4516980211706245	4.042682926829265E-6	+	0.0	0.0
9	Desulfosporosinus	0.08728893058161186	0.9325030471043408	0.9903022917919342	7.809568480297808E-8	+	0.0	0.0
39	Alkalispirillum	0.08348968105065302	0.9496943073294777	0.5181868475090778	6.115103189493417E-6	+	0.0	0.0
109	Flavobacterium	0.08090994371482363	0.9639452436648751	0.6888268332051595	-1.6551360225140757E-5	-	0.0	0.0
3	Hydrogenoanaerobacterium	0.08006566604127918	0.9639452436648751	0.7347517072201188	-5.875375234521535E-6	-	0.0	0.0
13	Marvinbryantia	0.08006566604127918	0.9639452436648751	0.7982692426292985	-3.157621951219516E-5	-	0.0	0.0
56	Providencia	0.07987804878049054	0.9639452436648751	0.4002909234196922	-2.510012664165101E-4	-	0.0	0.0
92	Varibaculum	0.07729831144465005	0.9753183536399832	0.5293078764154934	2.734629455909942E-5	+	0.0	0.0
120	Plesiomonas	0.07729831144465005	0.9753183536399832	0.8383788717540229	-6.167307692307746E-6	-	0.0	0.0
140	Rhodobacter	0.0767354596622919	0.9753183536399832	0.741932379011758	-8.4660412757974E-6	-	0.0	0.0
123	Candidatus.Armantifilum	0.07551594746717016	0.9799779559351086	0.18327321632917626	-2.1068855534709217E-5	-	0.0	0.0
94	Actinobacillus	0.07504690431519856	0.9799779559351086	0.9405929686933732	-4.231707317073287E-7	-	0.0	0.0
70	Desulfovibrio	0.0749061913696093	0.9799779559351086	0.8056245957401174	-1.0444727954972031E-4	-	0.0	0.0
107	Dysgonomonas	0.07476547842401227	0.9799779559351086	0.5958391712372599	5.012101313320816E-6	+	0.0	0.0
114	Shuttleworthia	0.0741557223264514	0.983995343083883	0.8328352684676124	-7.910506566604036E-6	-	0.0	0.0
136	Hafnia	0.07237335834897152	0.9874106261529367	0.3405942405464927	-3.885607410881802E-4	-	0.0	0.0
110	Enterococcus	0.06927767354596781	0.9926227153740532	0.8205684384604941	2.5970450281426007E-6	+	0.0	0.0
127	Planifilum	0.06810506566603769	0.9945237142469574	0.2029807631157814	5.807999999999998E-4	+	0.0	0.0
102	Papillibacter	0.0669793621013137	0.9945237142469574	0.34786757096542786	-3.2806754221388175E-6	-	0.0	0.0
59	Sutterella	0.06636960600374942	0.9960282580366815	0.751164855954233	1.115594746716709E-4	+	0.0	0.0
81	Paludibacter	0.06561913696059923	0.9960282580366815	0.7098457825127704	1.0315337711069421E-5	+	0.0	0.0
116	Robinsoniella	0.06411819887429793	0.9971923267772983	0.9933215116392662	5.731707317074475E-8	+	0.0	0.0
125	Devosia	0.06346153846154201	0.9971923267772983	4.850060783517967E-5	-9.667213883677304E-6	-	0.0	0.0
124	Flexibacter	0.06303939962476213	0.9980706413847183	0.9145552214236775	-4.2537523452157063E-7	-	0.0	0.0
80	Leuconostoc	0.0581144465290836	0.9994887769610756	0.5490773310220631	-3.4679174484052503E-6	-	0.0	0.0
135	Rahnella	0.0581144465290836	0.9994887769610756	0.6927697123167531	-6.747420262664169E-6	-	0.0	0.0
137	Yersinia	0.0581144465290836	0.9994887769610756	0.8381756491327054	-5.337726547842469E-4	-	0.0	0.0
96	Haemophilus	0.05787992495309224	0.9994887769610756	0.6770690993286783	2.5613039399624805E-6	+	0.0	0.0
112	Intestinimonas	0.05750469043152273	0.9994887769610756	0.7694199587598979	-1.2070825515947482E-6	-	0.0	0.0
117	Erwinia	0.05478424015009631	0.9998290948601503	0.6785990489398741	-2.131894934333966E-6	-	0.0	0.0
134	Lonsdalea	0.05412757973733273	0.9998290948601503	0.9968110104124147	3.513133208255399E-8	+	0.0	0.0
126	Chryseobacterium	0.052204502814255815	0.9999086804678158	0.41553075161164477	-2.5668386491557232E-6	-	0.0	0.0
132	Brevundimonas	0.04704502814258593	0.9999906941986655	0.8409642467582942	-3.5718105065666236E-6	-	0.0	0.0
85	Sporomusa	0.046060037523455555	0.9999963201361132	0.8766044690713212	6.690900562851803E-7	+	0.0	0.0
89	Eikenella	0.046060037523455555	0.9999963201361132	0.9498644716600193	-4.3105065666041013E-7	-	0.0	0.0
128	Turicibacter	0.043714821763598644	0.9999995849712886	0.4106971002858779	4.28813789868668E-5	+	0.0	0.0
130	Natranaerovirga	0.043714821763598644	0.9999995849712886	0.43199835427357014	9.09399624765477E-6	+	0.0	0.0
129	Anaeroplasma	0.04179174484052173	0.9999998856493185	0.38854009543942414	1.0769732645403372E-4	+	0.0	0.0
131	Howardella	0.04179174484052173	0.9999998856493185	0.38854009543942414	2.666313320825512E-5	+	0.0	0.0
83	Aquisalimonas	0.03287992495309233	0.9999999999915384	0.6760832690637075	3.7026266416510375E-6	+	0.0	0.0
84	Aggregatibacter	0.03137898686679541	0.999999999999495	0.9880970761000352	1.0994371482172399E-7	+	0.0	0.0
142	Ewingella	0.02673545966229207	1.0	0.7640242486710084	-1.914816604127582E-4	-	0.0	0.0
141	Dechloromarinus	0.01740150093808268	1.0	0.8252504539870642	2.2795497185740936E-6	+	0.0	0.0
139	Methylobacter	0.015478424015005765	1.0	0.7169568066397092	8.079737335834904E-6	+	0.0	0.0
144	Nitrosomonas	0.015478424015005765	1.0	0.7169568066397092	2.600375234521566E-6	+	0.0	0.0
115	Alicyclobacillus	0.010834896810510197	1.0	0.762244520289958	-6.414258911819823E-6	-	0.0	0.0
121	Aeromonas	0.010834896810510197	1.0	0.762244520289958	-8.429549718574043E-6	-	0.0	0.0
138	Francisella	0.010834896810510197	1.0	0.7779828113338556	-1.541791744840509E-6	-	0.0	0.0
143	Thermus	0.010834896810510197	1.0	0.7622445202899547	-1.3110225140712905E-6	-	0.0	0.0
